,Unnamed: 0,recording id,timestamp [ns],name,type,wearer_name,has_corruption,door_sequence,matter_duration,life_duration,thought_duration,p1_duration,p2_duration,p3_duration,p4_duration,p5_duration,p6_duration,p7_duration,phone_pickups,phone_duration,overall_duration
0,0,b5cff087-0b53-499e-997d-05af39002d55,1695733480308000000,recording.begin,recording,D01-P010,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:01:57.866622,0 days 00:01:14.397229,0 days 00:12:32.545630,,,,,,,,,,0 days 00:20:09.907000
1,1,b5cff087-0b53-499e-997d-05af39002d55,1695733580411684000,exterior21.begin,cloud,D01-P010,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:01:57.866622,0 days 00:01:14.397229,0 days 00:12:32.545630,,,,,,,,,,0 days 00:20:09.907000
2,2,b5cff087-0b53-499e-997d-05af39002d55,1695733640648304000,exterior21.end,cloud,D01-P010,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:01:57.866622,0 days 00:01:14.397229,0 days 00:12:32.545630,,,,,,,,,,0 days 00:20:09.907000
3,3,b5cff087-0b53-499e-997d-05af39002d55,1695733664728872000,matter1.begin,cloud,D01-P010,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:01:57.866622,0 days 00:01:14.397229,0 days 00:12:32.545630,,,,,,,,,,0 days 00:20:09.907000
4,4,b5cff087-0b53-499e-997d-05af39002d55,1695733664728872000,d1.in,cloud,D01-P010,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:01:57.866622,0 days 00:01:14.397229,0 days 00:12:32.545630,,,,,,,,,,0 days 00:20:09.907000
5,5,b5cff087-0b53-499e-997d-05af39002d55,1695733782595494000,matter1.end,cloud,D01-P010,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:01:57.866622,0 days 00:01:14.397229,0 days 00:12:32.545630,,,,,,,,,,0 days 00:20:09.907000
6,6,b5cff087-0b53-499e-997d-05af39002d55,1695733782595494000,d2.out,cloud,D01-P010,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:01:57.866622,0 days 00:01:14.397229,0 days 00:12:32.545630,,,,,,,,,,0 days 00:20:09.907000
7,7,b5cff087-0b53-499e-997d-05af39002d55,1695733801832331000,life1.begin,cloud,D01-P010,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:01:57.866622,0 days 00:01:14.397229,0 days 00:12:32.545630,,,,,,,,,,0 days 00:20:09.907000
8,8,b5cff087-0b53-499e-997d-05af39002d55,1695733801832331000,d3.in,cloud,D01-P010,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:01:57.866622,0 days 00:01:14.397229,0 days 00:12:32.545630,,,,,,,,,,0 days 00:20:09.907000
9,9,b5cff087-0b53-499e-997d-05af39002d55,1695733876229560000,life1.end,cloud,D01-P010,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:01:57.866622,0 days 00:01:14.397229,0 days 00:12:32.545630,,,,,,,,,,0 days 00:20:09.907000
10,10,b5cff087-0b53-499e-997d-05af39002d55,1695733876229560000,d4.out,cloud,D01-P010,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:01:57.866622,0 days 00:01:14.397229,0 days 00:12:32.545630,,,,,,,,,,0 days 00:20:09.907000
11,11,b5cff087-0b53-499e-997d-05af39002d55,1695733893020690000,thought1.begin,cloud,D01-P010,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:01:57.866622,0 days 00:01:14.397229,0 days 00:12:32.545630,,,,,,,,,,0 days 00:20:09.907000
12,12,b5cff087-0b53-499e-997d-05af39002d55,1695733893020690000,d5.in,cloud,D01-P010,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:01:57.866622,0 days 00:01:14.397229,0 days 00:12:32.545630,,,,,,,,,,0 days 00:20:09.907000
13,13,b5cff087-0b53-499e-997d-05af39002d55,1695734645566320000,thought1.end,cloud,D01-P010,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:01:57.866622,0 days 00:01:14.397229,0 days 00:12:32.545630,,,,,,,,,,0 days 00:20:09.907000
14,14,b5cff087-0b53-499e-997d-05af39002d55,1695734645566320000,d6.out,cloud,D01-P010,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:01:57.866622,0 days 00:01:14.397229,0 days 00:12:32.545630,,,,,,,,,,0 days 00:20:09.907000
15,15,b5cff087-0b53-499e-997d-05af39002d55,1695734690215000000,recording.end,recording,D01-P010,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:01:57.866622,0 days 00:01:14.397229,0 days 00:12:32.545630,,,,,,,,,,0 days 00:20:09.907000
16,16,0ca2b022-aee7-4299-a2a1-f70663e48628,1695733621189000000,recording.begin,recording,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
17,17,0ca2b022-aee7-4299-a2a1-f70663e48628,1695733665680682000,matter1.begin,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
18,18,0ca2b022-aee7-4299-a2a1-f70663e48628,1695733665680682000,d1.in,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
19,19,0ca2b022-aee7-4299-a2a1-f70663e48628,1695733764009533000,matter1.end,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
20,20,0ca2b022-aee7-4299-a2a1-f70663e48628,1695733764009533000,d2.out,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
21,21,0ca2b022-aee7-4299-a2a1-f70663e48628,1695733774020161000,p41.begin,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
22,22,0ca2b022-aee7-4299-a2a1-f70663e48628,1695733865464726000,p41.end,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
23,23,0ca2b022-aee7-4299-a2a1-f70663e48628,1695733871369068000,life1.begin,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
24,24,0ca2b022-aee7-4299-a2a1-f70663e48628,1695733871369068000,d3.in,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
25,25,0ca2b022-aee7-4299-a2a1-f70663e48628,1695733882559380000,phone.pickup,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
26,26,0ca2b022-aee7-4299-a2a1-f70663e48628,1695733923803359000,phone.putdown,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
27,27,0ca2b022-aee7-4299-a2a1-f70663e48628,1695733931730247000,phone.pickup,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
28,28,0ca2b022-aee7-4299-a2a1-f70663e48628,1695733954880276000,phone.putdown,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
29,29,0ca2b022-aee7-4299-a2a1-f70663e48628,1695734053787817000,life1.end,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
30,30,0ca2b022-aee7-4299-a2a1-f70663e48628,1695734053787817000,d4.out,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
31,31,0ca2b022-aee7-4299-a2a1-f70663e48628,1695734054488967000,p51.begin,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
32,32,0ca2b022-aee7-4299-a2a1-f70663e48628,1695734103499841000,p51.end,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
33,33,0ca2b022-aee7-4299-a2a1-f70663e48628,1695734108310149000,phone.pickup,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
34,34,0ca2b022-aee7-4299-a2a1-f70663e48628,1695734126124908000,phone.putdown,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
35,35,0ca2b022-aee7-4299-a2a1-f70663e48628,1695734144237207000,thought1.begin,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
36,36,0ca2b022-aee7-4299-a2a1-f70663e48628,1695734144237207000,d6.in,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
37,37,0ca2b022-aee7-4299-a2a1-f70663e48628,1695734149326815000,phone.pickup,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
38,38,0ca2b022-aee7-4299-a2a1-f70663e48628,1695734195101470000,phone.putdown,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
39,39,0ca2b022-aee7-4299-a2a1-f70663e48628,1695734311255907000,phone.pickup,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
40,40,0ca2b022-aee7-4299-a2a1-f70663e48628,1695734330195242000,phone.putdown,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
41,41,0ca2b022-aee7-4299-a2a1-f70663e48628,1695734606918962000,thought1.end,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
42,42,0ca2b022-aee7-4299-a2a1-f70663e48628,1695734606918962000,d6.out,cloud,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
43,43,0ca2b022-aee7-4299-a2a1-f70663e48628,1695734660019000000,recording.end,recording,D03-P011,False,"d1.in,d2.out,d3.in,d4.out,d6.in,d6.out",0 days 00:01:38.328851,0 days 00:03:02.418749,0 days 00:07:42.681755,,,,0 days 00:01:31.444565,0 days 00:00:49.010874,,,5.0,0 days 00:02:26.922757,0 days 00:17:18.830000
44,44,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695734929233000000,recording.begin,recording,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
45,45,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735087991849000,phone.pickup,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
46,46,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735109572180000,phone.putdown,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
47,47,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735110934765000,phone.pickup,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
48,48,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735112906631000,phone.putdown,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
49,49,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735114378197000,matter1.begin,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
50,50,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735114378197000,d1.in,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
51,51,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735115561615000,phone.pickup,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
52,52,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735124373957000,phone.putdown,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
53,53,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735139543143000,phone.pickup,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
54,54,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735160154516000,phone.putdown,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
55,55,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735277990793000,matter1.end,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
56,56,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735277990793000,d2.out,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
57,57,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735285295867000,phone.pickup,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
58,58,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735286644651000,life1.begin,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
59,59,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735286644651000,d3.in,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
60,60,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735286759337000,phone.putdown,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
61,61,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735308085578000,phone.pickup,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
62,62,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735339699301000,phone.putdown,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
63,63,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735438976561000,phone.pickup,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
64,64,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735440420546000,phone.putdown,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
65,65,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735476315788000,phone.pickup,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
66,66,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735481793538000,phone.putdown,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
67,67,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735681089515000,life1.end,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
68,68,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735681089515000,d4.out,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
69,69,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735744926538000,thought1.begin,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
70,70,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735744926538000,d5.in,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
71,71,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735877248683000,thought1.end,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
72,72,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735877248683000,d6.out,cloud,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
73,73,5459d7cb-ad76-41b5-8547-78d0993ce78b,1695735889523000000,recording.end,recording,D03-P012,False,"d1.in,d2.out,d3.in,d4.out,d5.in,d6.out",0 days 00:02:43.612596,0 days 00:06:34.444864,0 days 00:02:12.322145,,,,,,,,8.0,0 days 00:01:32.974840,0 days 00:16:00.290000
74,74,d954354a-0daf-434e-b34d-fba86285e06d,1695735010483000000,recording.begin,recording,D01-P011,False,"d1.in,d2.out,d3.in,d3.out,d3.in,d4.out,d6.in,d5.out",0 days 00:01:21.307438,0 days 00:01:30.655332,0 days 00:06:32.781681,0 days 00:04:16.418408,0 days 00:01:10.842014,,0 days 00:00:08.413742,,,,5.0,0 days 00:01:35.651010,0 days 00:19:53.243000
75,75,d954354a-0daf-434e-b34d-fba86285e06d,1695735034925686000,p11.begin,cloud,D01-P011,False,"d1.in,d2.out,d3.in,d3.out,d3.in,d4.out,d6.in,d5.out",0 days 00:01:21.307438,0 days 00:01:30.655332,0 days 00:06:32.781681,0 days 00:04:16.418408,0 days 00:01:10.842014,,0 days 00:00:08.413742,,,,5.0,0 days 00:01:35.651010,0 days 00:19:53.243000
76,76,d954354a-0daf-434e-b34d-fba86285e06d,1695735194259754000,phone.pickup,cloud,D01-P011,False,"d1.in,d2.out,d3.in,d3.out,d3.in,d4.out,d6.in,d5.out",0 days 00:01:21.307438,0 days 00:01:30.655332,0 days 00:06:32.781681,0 days 00:04:16.418408,0 days 00:01:10.842014,,0 days 00:00:08.413742,,,,5.0,0 days 00:01:35.651010,0 days 00:19:53.243000
77,77,d954354a-0daf-434e-b34d-fba86285e06d,1695735204398082000,phone.putdown,cloud,D01-P011,False,"d1.in,d2.out,d3.in,d3.out,d3.in,d4.out,d6.in,d5.out",0 days 00:01:21.307438,0 days 00:01:30.655332,0 days 00:06:32.781681,0 days 00:04:16.418408,0 days 00:01:10.842014,,0 days 00:00:08.413742,,,,5.0,0 days 00:01:35.651010,0 days 00:19:53.243000
78,78,d954354a-0daf-434e-b34d-fba86285e06d,1695735291344094000,p11.end,cloud,D01-P011,False,"d1.in,d2.out,d3.in,d3.out,d3.in,d4.out,d6.in,d5.out",0 days 00:01:21.307438,0 days 00:01:30.655332,0 days 00:06:32.781681,0 days 00:04:16.418408,0 days 00:01:10.842014,,0 days 00:00:08.413742,,,,5.0,0 days 00:01:35.651010,0 days 00:19:53.243000
79,79,d954354a-0daf-434e-b34d-fba86285e06d,1695735318063262000,p21.begin,cloud,D01-P011,False,"d1.in,d2.out,d3.in,d3.out,d3.in,d4.out,d6.in,d5.out",0 days 00:01:21.307438,0 days 00:01:30.655332,0 days 00:06:32.781681,0 days 00:04:16.418408,0 days 00:01:10.842014,,0 days 00:00:08.413742,,,,5.0,0 days 00:01:35.651010,0 days 00:19:53.243000
